"","Player.Name","Player.ID","Salary","PTS","REB","AST","BLK","WAR","PER","WS","WS.48","BPM","VORP","eFG","OR.","TO.","FTr","Usage","Rookie.Scale.","Max","Age","Under.27","X27.33","Over.33","salary_pred","salary_diff"
"323","Justin Patton","pattoju01",1620564,9,5,2,0,-0.1,4.7,0,-0.1,-10.1,-0.1,0.45,4.8,16.7,0,22.1,1,0,22,1,0,0,9016376.1609471,-0.427011314030194
"324","Chris Paul","paulch01",38506482,1065,301,407,8,5.8,21.4,7.6,0.2,4.1,3,0.552,1.2,13,0.3,23.2,0,1,34,0,0,1,24855041.8299114,1.31728384878904
"325","Elfrid Payton","paytoel01",8000000,401,191,293,16,2.1,15.7,1.4,0.1,0,0.6,0.455,4.3,16.7,0.2,19.5,0,0,25,1,0,0,13636586.0672984,-0.410009634087406
"326","Gary Payton","paytoga02",1090781,113,77,47,7,-0.2,11.5,0.4,0,-1.5,0.1,0.47,6.3,14.3,0.1,13.4,1,0,27,1,0,0,5920111.2878365,-0.0178747780408814
"327","Theo Pinson","pinsoth01",1445697,120,51,56,3,0,5.5,-0.5,-0.1,-6.9,-0.4,0.339,2.9,16.9,0.1,22.4,1,0,24,1,0,0,12505518.271242,-0.974726472185735
"328","Mason Plumlee","plumlma01",14041096,371,270,120,30,0.9,19.7,3,0.2,2.6,1,0.617,11,18.9,0.6,18.4,0,0,29,0,1,0,11519625.0017625,0.588674330126372
"329","Jakob Pöltl","poeltja01",3754886,306,310,102,84,3.3,19.7,3.3,0.2,3.1,1.2,0.619,11.6,15.2,0.3,13.3,1,0,24,1,0,0,7542245.80564595,0.0357355810862668
"330","Vincent Poirier","poirivi01",2505793,39,34,7,6,-0.2,12.8,0.3,0.1,-3.8,-0.1,0.5,9.5,14.3,0.2,15.8,1,0,26,1,0,0,3863773.83438629,0.452226454341375
"331","Jordan Poole","poolejo01",1964760,475,116,129,10,-1.3,7,-1.2,0,-6.6,-1.4,0.406,0.7,11.8,0.2,21.1,1,0,20,1,0,0,7828805.87636905,-0.208626993535124
"332","Kevin Porter","porteke02",1290960,498,162,109,14,-0.5,10.8,0.3,0,-3.8,-0.6,0.505,2.1,16.7,0.2,20.5,1,0,19,1,0,0,8970247.31471247,-0.457036986223582
"333","Michael Porter","portemi01",3389400,351,195,34,19,1,19.4,2,0.2,1.4,0.5,0.57,8.8,10.3,0.2,22,1,0,21,1,0,0,8436947.57723624,-0.14071350598873
"334","Otto Porter","porteot01",27250576,121,36,20,5,0.2,14.1,0.5,0.1,0,0.1,0.529,4.1,6.8,0.2,21,0,1,26,1,0,0,7132645.41470448,2.73577711103208
"335","Bobby Portis","portibo01",15000000,620,318,90,15,-0.6,14.5,1.7,0.1,-1.1,0.3,0.507,6,10.4,0.2,21.4,0,0,24,1,0,0,12823590.1988789,0.498983078248128
"336","Kristaps Porziņģis","porzikr01",27285000,937,452,80,98,2.6,19.9,4.3,0.1,1.9,1.5,0.498,5.9,8.5,0.3,26.6,0,1,24,1,0,0,20886096.0759287,0.658058250916024
"337","Dwight Powell","poweldw01",10259375,376,227,59,22,1.8,16,3.7,0.2,1.4,0.9,0.659,7.5,11.5,0.5,12.7,0,0,28,0,1,0,6090383.23716439,0.985785756896162
"338","Norman Powell","powelno01",10116576,690,159,73,16,2.1,17.1,3.9,0.2,2.2,1.3,0.593,2,10,0.3,21.5,0,0,26,1,0,0,13158458.9724298,-0.100000256553425
"339","Taurean Waller-Prince","princta02",3481986,746,361,113,24,1,9.5,0.8,0,-2.7,-0.3,0.475,2.8,14,0.1,20.4,1,0,25,1,0,0,14434861.2020412,-1.0381019978512
"340","Julius Randle","randlju01",18000000,1165,586,192,21,1.7,17.4,2.4,0.1,-0.3,0.9,0.492,7.5,14.3,0.4,27.6,0,0,25,1,0,0,23333241.1715363,-0.754818024000698
"341","Cam Reddish","reddica01",4245720,540,200,82,26,-0.6,8.4,-0.5,0,-4.4,-0.9,0.459,2.4,13.6,0.2,18.9,1,0,20,1,0,0,8236495.86674751,-0.014229274794596
"342","J.J. Redick","redicjj01",13486300,805,140,108,9,1.4,15.2,3.6,0.1,0.4,0.9,0.59,0.7,9.4,0.3,19.9,0,0,35,0,0,1,13720244.5137219,0.193319329062433
"343","Naz Reid","reidna01",898310,232,112,28,20,0.7,16.3,0.8,0.1,-1.4,0.1,0.477,7,7.6,0.2,24,1,0,20,1,0,0,8469892.83489521,-0.425394313852032
"344","Josh Richardson","richajo01",10100000,655,161,147,32,2.6,12.2,1.9,0.1,-1.7,0.1,0.49,2.8,12.6,0.2,21.1,0,0,26,1,0,0,11965035.4440007,0.0787632018088059
"345","Austin Rivers","riverau01",2174318,484,135,91,9,0.6,10.5,2.2,0.1,-2.1,0,0.517,1.9,6.9,0.2,14.9,0,0,27,1,0,0,6714642.2260344,-0.0164696448825236
"346","Duncan Robinson","robindu01",1416852,804,196,83,13,4,12.5,4.4,0.1,0.2,1,0.665,0.5,8.6,0.1,15.8,1,0,25,1,0,0,8701552.22282439,-0.402235101434212
"347","Glenn Robinson","robingl02",1882867,691,251,93,15,0.1,13.2,2.6,0.1,-1.9,0,0.55,4.7,7.9,0.1,16.4,0,0,26,1,0,0,7858970.87444506,-0.222387244501625
"348","Jerome Robinson","robinje01",3567720,187,99,59,13,-0.3,5.6,-0.1,0,-4.9,-0.5,0.419,1.3,12.9,0.1,14.6,1,0,22,1,0,0,6659313.28388517,0.148352744505763
"349","Mitchell Robinson","robinmi01",1559712,539,404,36,111,2.9,23.2,6.2,0.2,2.9,1.6,0.742,13.7,8.3,0.4,13.3,1,0,21,1,0,0,4854033.71365986,0.196126621589893
"350","Isaiah Roby","robyis01",1500000,0,2,0,0,0,-7.7,0,-0.2,-15.5,0,0,0,50,0,8,1,0,21,1,0,0,18917114.9808507,-1.93902421143998
"351","Rajon Rondo","rondora01",2564753,330,137,227,2,0.1,12.9,1.5,0.1,-0.9,0.3,0.48,2.6,20.8,0.1,18.7,0,0,33,0,0,1,14763358.5155959,-1.19080511164374
"352","Derrick Rose","rosede01",7317073,904,121,278,16,1.9,21.1,2.6,0.1,2.2,1.4,0.52,2.3,13.4,0.2,31.6,0,0,31,0,1,0,21472183.8332867,-1.67260453902037
"353","Terrence Ross","rosste01",12500000,874,194,69,19,1.4,14,2.5,0.1,-0.6,0.6,0.511,0.8,6.8,0.2,22.8,0,0,28,0,1,0,14375051.4775988,-0.0165254333885672
"354","Terry Rozier","roziete01",19894737,1070,269,250,10,0.7,14.3,2.6,0.1,-0.8,0.6,0.514,2.4,12.1,0.2,23.7,0,0,25,1,0,0,15946179.1494083,0.575950598525065
"355","Ricky Rubio","rubiori01",16190476,685,242,475,9,3.5,15.7,3.5,0.1,0.5,1,0.466,2.5,18.1,0.3,20.2,0,0,29,0,1,0,17863121.2973645,-0.130085408910525
"356","D'Angelo Russell","russeda01",27285000,987,160,272,12,1.5,19.2,2,0.1,2,1.4,0.519,1.2,13.6,0.2,31.5,0,1,23,1,0,0,20510194.0327964,0.714951002175052
"357","Domantas Sabonis","sabondo01",3529555,1075,733,293,30,3.3,20.6,7.1,0.2,3.1,2.6,0.55,9.7,14.8,0.3,23.4,1,0,23,1,0,0,25775156.4487672,-2.74911403943141
